created_at,Security,text,sentiment
Fri Apr 09 01:34:23 +0000 2021,International Flavors & Fragrances,"Senior Research Associate – International Flavors &amp; Fragrances – Palo Alto, CA: The ideal candidate will have a dee… https://t.co/ILebXaW2az",0.5267
Fri Apr 09 20:45:04 +0000 2021,Intuit Inc.,"@ChipotleTweets 
@Lemonade_Inc
@panerabread 
@ChickfilA 
@Instacart 
@Allbirds 
@Intuit
@F1

...aaaaaand

@Apple

O… https://t.co/SfKzT7ZHb9",0.0
Fri Apr 09 21:53:00 +0000 2021,Intuitive Surgical Inc.,"Intuitive Surgical, Inc. Stock 3.08% Up Before The Weekend
NASDAQ Composite ended the session with Intuitive Surgic… https://t.co/MFJxEDW0HY",0.0
Fri Apr 09 17:30:05 +0000 2021,Invesco Ltd.,"🚨 Buy Alert
$177,835,747 or 5.9% worth of $CSIQ - Canadian Solar Inc. shares were purchased or held on Dec 31 by In… https://t.co/HPlvocByyw",0.6486
Fri Apr 09 20:21:04 +0000 2021,IPG Photonics Corp.,SOCIAL ACTIVITY: $IPGP - IPG Photonics Corp https://t.co/9d1fWM8zJG 📈 TradeIdeas via ⟶ https://t.co/VS8RO1bzXJ,0.0
Wed Apr 07 14:36:46 +0000 2021,IQVIA Holdings Inc.,52-Week High Alert: Trading today’s movement in IQVIA HOLDINGS INC $IQV https://t.co/s4v0hrulLj,0.296
Wed Apr 07 14:08:54 +0000 2021,Iron Mountain Incorporated,@WasatchSnow @BlackDiamond @patagonia It’s my understanding that CEC and Patagonia were incorporated under Great Pa… https://t.co/ckUxMIFFS1,0.6249
Fri Apr 09 21:23:20 +0000 2021,Jack Henry & Associates,"RT @JackHenryJobs: We understand that impeccable service starts with us, empowers our customers, and ultimately enhances the consumer exper…",0.0
Fri Apr 09 21:34:45 +0000 2021,Jacobs Engineering Group,"RT @coveo: We're participating to the KCS Vendors series next week! 

Come hear how our client, Jacobs Engineering Group (@jacobsconnects)…",0.0
Thu Apr 08 22:46:11 +0000 2021,J. B. Hunt Transport Services,"New post (J.B. Hunt Transport Services, Inc. Announces Remote Audio Access to Annual Meeting of Stockholders) has b… https://t.co/h1dM18Z1jb",0.0
Thu Apr 08 00:39:33 +0000 2021,JM Smucker,JM Smucker Co Stock Is Estimated To Be Modestly Overvalued https://t.co/KIzjQreVAF,0.0
Fri Apr 09 22:00:45 +0000 2021,Johnson & Johnson,@frankpallotta @michaelengel Me and my Johnson &amp; Johnson single dose crew will be there .... https://t.co/JW8JJeNDqt,0.0
Fri Apr 09 20:48:53 +0000 2021,Johnson Controls International,RT @MKEBizJournal: Johnson Controls International said it will expand its reach in the data center industry by acquiring — for as much as $…,0.34
Fri Apr 09 20:48:35 +0000 2021,JPMorgan Chase & Co.,"https://t.co/cYL6z2FIft
1/4 The shareholder letter from Jamie Dimon is creating quite the buzz in our world. Clocki… https://t.co/Z8fiqcIHX6",0.296
Fri Apr 09 21:30:08 +0000 2021,Juniper Networks,21Vianet Selects Juniper Networks for Its Newly Expanded Data Center in China https://t.co/omiveJn6Fo,0.0
Fri Apr 09 21:57:24 +0000 2021,Kansas City Southern,"$KSU:

New Insider Filing on KANSAS CITY SOUTHERN's

Director

ROBERT J DRUTEN:

https://t.co/37k7ZRf2gq",0.0
Fri Apr 09 16:58:45 +0000 2021,Kellogg Co.,"Optimus v4
2021-04-09 12:45 ET. Bought/Opened:
$K at $62.37. 
Kellogg Co (CORP).
Win Chance: 64%. Avg Win: 6%. Avg… https://t.co/dstQSwQ1KI",0.8625
Fri Apr 09 15:33:07 +0000 2021,KeyCorp,$SM PT raised to $28 by KeyCorp 👍🏼,0.0
Fri Apr 09 20:46:44 +0000 2021,Keysight Technologies,"RT @MicrowavesRF: Chipset maker @MediaTek uses @Keysight's #5G test platform to deliver modem solutions for #smartphones, PCs, and mobile h…",0.1779
Fri Apr 09 20:50:18 +0000 2021,Kimberly-Clark,The stock with the highest #dividend #yield (4.36%) of the #IPC index (Mexico) is KIMBERLY-CLARK DE MEXICO https://t.co/Us5HGGe0bW,0.0
Fri Apr 09 00:48:54 +0000 2021,Kimco Realty,$KIM Kimco Realty Corporation  Top stock up 138% from low. Close: 19.42 VolvsAvg: 0.89 Liq: $58M https://t.co/fVHDCRRrSw,-0.0772
Fri Apr 09 21:47:00 +0000 2021,Kinder Morgan,"RT @SenSanders: Federal income taxes paid last year:

Nike: $0

FedEx: $0

Zoom: $0

Dish Network: $0

Salesforce: $0

Hewlett-Packard: $0…",0.0
Fri Apr 09 00:50:21 +0000 2021,KLA Corporation,$KLAC KLA Corporation  - Common Top stock up 139% from low. Close: 354.04 VolvsAvg: 0.72 Liq: $360M https://t.co/tJJXknrT7Z,-0.0772
Fri Apr 09 05:00:24 +0000 2021,Kraft Heinz Co,"#iexStock Latest Prices:
-Netapp Inc
-AXA Green Crescent Insurance Co. PJSC
-Kraft Heinz Co
-Ross Stores, Inc.
-App… https://t.co/O8CsVtmWsP",0.0
Fri Apr 09 22:00:27 +0000 2021,Kroger Co.,"New availability: Kroger
The Little Clinic - 011 Greeley Clinic: 2100 35Th Ave, Greeley, CO 80634
Access here:… https://t.co/23ff9XBSHd",0.0
Fri Apr 09 13:47:36 +0000 2021,L Brands Inc.,"RT @gurufocus: Market Movers in the S&amp;P 500: 
L Brands Inc (3.62%) $LB
Twitter Inc (2.97%) $TWTR
Essex Property Trust Inc (2.52%) $ESS
Face…",0.7925
Thu Apr 08 17:19:45 +0000 2021,L3Harris Technologies,"When NASA’s Cygnus-15 vehicle rocketed skyward on Feb. 20, bound for the ISS, its 8,000 pounds of cargo included a… https://t.co/zXImML9vAt",0.0
Fri Apr 09 17:01:08 +0000 2021,Lam Research,"RT @LAMFoundation: We are excited to announce the newest launch of Journeys: A comprehensive blog on LAM research, patient advocacy, educat…",0.5267
Fri Apr 09 12:12:48 +0000 2021,Lamb Weston Holdings Inc,"Lamb Weston Holdings, Inc current quarter revenue growth YoY of -12.10% ranked 2625 out of 5495 companies in our da… https://t.co/4HqdAs0BRd",0.3818
Fri Apr 09 21:56:25 +0000 2021,Las Vegas Sands,Check out Lot of 2 - Vintage SANDS HOTEL CASINO Coffee Cups - Las Vegas #Unbranded https://t.co/g0mO4mqPEY via @eBay,0.0
Thu Apr 08 20:56:05 +0000 2021,Leggett & Platt,Take a step beyond Luxury into our Royalty category with this queen size “Bloom Euro Top” mattress. Normal MSRP is… https://t.co/DUMT0og3oY,0.0
Fri Apr 09 17:29:51 +0000 2021,Leidos Holdings,"Leidos Holdings, Inc. Reminder: Kessler Topaz Meltzer &amp; Check, LLP Reminds Investors of Securities Fraud Class Acti… https://t.co/w9qFU1hUMR",-0.3818
Fri Apr 09 20:49:22 +0000 2021,Lennar Corp.,"$LEN, LEN.B:

New Insider Filing on LENNAR CORP /NEW/'s

Director

AMY BANSE:

https://t.co/RSXkDqNQjP",0.0
Fri Apr 09 19:28:12 +0000 2021,Lilly (Eli) & Co.,"RT @kfrancisco: Editorial: "" If Indiana lawmakers approve Senate Bill 353, they can't say they weren't warned. No less than Eli Lilly and C…",0.4023
Fri Apr 09 21:39:02 +0000 2021,Lincoln National,"We're celebrating National Welding Month all April, and for our first giveaway, we're giving 25 lucky winners this… https://t.co/a0nA0Y2iHJ",0.9001
Fri Apr 09 08:30:36 +0000 2021,Linde plc,"Linde plc: Release according to Article 40, Sec.1 of the WpHG [the German Securities Trading Act] wi... https://t.co/Fr6rKfKCcI",0.296
Fri Apr 09 13:53:33 +0000 2021,Live Nation Entertainment,"Live Nation Entertainment, Inc current quarter revenue growth YoY of -91.80% ranked 3502 out of 5495 companies in o… https://t.co/luUNa1nehX",0.6597
Fri Apr 09 16:49:08 +0000 2021,LKQ Corporation,"LKQ to Release First Quarter 2021 Results on Thursday, April 29, 2021 $LKQ https://t.co/7ox8RBhNFK",0.0
Fri Apr 09 14:39:38 +0000 2021,Lockheed Martin Corp.,"@elonmusk @elonmusk Dear Elon , asVP for SoFlo Machining Corp an aerospace company specializing in the manufacture… https://t.co/Wp4Q4l5BMx",0.3818
Fri Apr 09 02:25:46 +0000 2021,Loews Corp.,Loews Corp. Shares Approach 52-Week High - Market Mover https://t.co/2x0B6vOS2j $L #stockmarket #kwhenfinance,0.296
Sun Apr 04 10:25:32 +0000 2021,Lowe's Cos.,"@Fonzyy97 Plus Ozzy is versatile ain’t he, for me it’s a strange decision why we even got Lowe as we have plenty of… https://t.co/yLnKwSOzet",-0.0772
Fri Apr 09 16:13:27 +0000 2021,Lumen Technologies,Lumen Technologies Option Alert: Jan 21 $12 Calls Sweep (6) near the Ask: 250 @ $2.0 vs 11458 OI; Earnings 5/5 Afte… https://t.co/aEDw4CCCRI,0.296
Fri Apr 09 19:11:15 +0000 2021,LyondellBasell,@SenJoniErnst @LyondellBasell Clean drinking water is a human right — people shouldn't have to worry about whether… https://t.co/E4Eh84W5bp,0.6256
Fri Apr 09 22:00:31 +0000 2021,M&T Bank,"RT @Yara_M_Asi: My father’s village is in Israel. He’s buried there. Despite being an American citizen, because I was born in the West Bank…",0.0
Fri Apr 09 21:31:18 +0000 2021,Marathon Oil Corp.,$MRO Marathon Oil Corp is shooting through the roof with a +3.18% increase today!,0.3802
Fri Apr 09 21:55:11 +0000 2021,Marathon Petroleum,"@StephendeRiel @itsvantime On second thought, that might be the Marathon Petroleum works in the background. Either… https://t.co/ryrxTlz5hf",0.0
Fri Apr 09 22:07:05 +0000 2021,MarketAxess,"RT @investing_city: Some companies growing faster than 30% with at least 30% free cash flow margins: 

• Evolution Gaming
• MarketAxess
• Z…",0.6124
Fri Apr 09 22:02:18 +0000 2021,MarketAxess,"MarketAxess Holdings Stock 2.6% Up Before The Weekend
NASDAQ Composite ended the session with MarketAxess Holdings… https://t.co/ChF3s7Cl8w",0.0
Fri Apr 09 21:05:00 +0000 2021,MarketAxess,"RT @investing_city: Some companies growing faster than 30% with at least 30% free cash flow margins: 

• Evolution Gaming
• MarketAxess
• Z…",0.6124
Fri Apr 09 19:45:41 +0000 2021,MarketAxess,"RT @investing_city: Some companies growing faster than 30% with at least 30% free cash flow margins: 

• Evolution Gaming
• MarketAxess
• Z…",0.6124
Fri Apr 09 17:23:17 +0000 2021,MarketAxess,"RT @investing_city: Some companies growing faster than 30% with at least 30% free cash flow margins: 

• Evolution Gaming
• MarketAxess
• Z…",0.6124
Fri Apr 09 16:48:42 +0000 2021,MarketAxess,"RT @investing_city: Some companies growing faster than 30% with at least 30% free cash flow margins: 

• Evolution Gaming
• MarketAxess
• Z…",0.6124
Fri Apr 09 15:22:16 +0000 2021,MarketAxess,"RT @investing_city: Some companies growing faster than 30% with at least 30% free cash flow margins: 

• Evolution Gaming
• MarketAxess
• Z…",0.6124
Fri Apr 09 14:36:26 +0000 2021,MarketAxess,"RT @investing_city: Some companies growing faster than 30% with at least 30% free cash flow margins: 

• Evolution Gaming
• MarketAxess
• Z…",0.6124
Fri Apr 09 13:54:24 +0000 2021,MarketAxess,"RT @investing_city: Some companies growing faster than 30% with at least 30% free cash flow margins: 

• Evolution Gaming
• MarketAxess
• Z…",0.6124
Fri Apr 09 13:25:06 +0000 2021,MarketAxess,"RT @investing_city: Some companies growing faster than 30% with at least 30% free cash flow margins: 

• Evolution Gaming
• MarketAxess
• Z…",0.6124
Fri Apr 09 15:46:11 +0000 2021,Marriott International,"Marriott International Inc $MAR reports a significant amount of goodwill Business Profile
Marriott… https://t.co/6iZePgDQPn",0.2023
Fri Apr 09 20:00:06 +0000 2021,Marsh & McLennan,"“I researched many companies before starting at Marsh McLennan, but the #culture and opportunity for growth made me… https://t.co/jPXzNu02DB",0.7964
Fri Apr 09 18:00:13 +0000 2021,Martin Marietta Materials,"Final Trades: Apple, Martin Marietta, Applied Materials &amp; more https://t.co/lonx8McuIf",0.0
Thu Apr 08 16:46:06 +0000 2021,Masco Corp.,"RT @GraysonRoze: ""10 I'm Stalking"" this week: 

$CDW - CDW Corp.
$EPAM - EPAM Systems
$FBHS - Fortune Brands
$HD - Home Depot
$MAS - Masco…",0.0
Fri Apr 09 16:39:18 +0000 2021,Mastercard Inc.,Walmart has underperformed the market by 10% over the past 51 days. 💀  $WMT market cap is now roughly the size of Mastercard Inc. $MA,0.0
Fri Apr 09 22:17:28 +0000 2021,McCormick & Co.,"RT @Telegraph: ""The tone and timbre of her voice has become fuller on recent recordings, and yet there was never really a moment when I dou…",0.0
Thu Apr 08 14:25:54 +0000 2021,Maxim Integrated Products,"MAX3243EEAI+T
In Stock QTY: 435
$5.00 each

Warehouse: San Jose, CA, USA
Manufacturer Part Number: MAX3243EEAI+T
SK… https://t.co/eGYn3UEYKc",0.0772
Fri Apr 09 20:27:35 +0000 2021,McDonald's Corp.,"McDonald’s Corp has now announced that senior executive managers will lose their bonuses, if they fail to staff min… https://t.co/KiLXag8Qpn",-0.3818
Fri Apr 09 15:26:09 +0000 2021,McKesson Corp.,McKesson Corp. must face a certified securities fraud class action over allegations that it kept shareholders in th… https://t.co/zESoem14ds,-0.3818
Fri Apr 09 18:54:35 +0000 2021,Medtronic plc,Medtronic plc current quarter revenue growth YoY of 1.00% ranked 1931 out of 5495 companies in our database.… https://t.co/1wieeYYjH2,0.3818
Fri Apr 09 21:57:01 +0000 2021,Merck & Co.,"RT @BlowSino: The Top 10 Pharmaceutical Companies 2021!

Roche
Novartis
AbbVie
Johnson &amp; Johnson
Bristol Myers Squibb
Pfizer
Merck &amp; Co
San…",0.2714
Fri Apr 09 22:00:57 +0000 2021,MetLife Inc.,We are excited to welcome MetLife Auto &amp; Home® customers to the Farmers® family. https://t.co/5GNg2T171v https://t.co/nv8jHOXERA,0.6597
Fri Apr 09 17:35:09 +0000 2021,Mettler Toledo,"@Ti_Sapph We use this one, most affordable that I could find. A solid 1.32 - 1.65 range! https://t.co/8XECOFMdIR",0.2244
Fri Apr 09 14:29:35 +0000 2021,MGM Resorts International,"RT @YogonetNews: MGM offers on-site COVID-19 testing, rolls out new program for meetings in Las Vegas: MGM Resorts reports it is adding enh…",0.0
Fri Apr 09 22:12:54 +0000 2021,Microchip Technology,RT @jamesvgingerich: The microchip shortage explained: How it's impacting car prices and the tech industry. (USA Today) #Technology https:/…,-0.25
Fri Apr 09 15:08:11 +0000 2021,Micron Technology,Both Micron Technology and Western Digital are considering acquiring Kioxia Holdings Corp. for around $30 billion.… https://t.co/lRhMOSkXiC,0.0
Fri Apr 09 22:18:25 +0000 2021,Microsoft Corp.,"RT @IainLJBrown: Artificial Intelligence Market Revenue, Opportunity, Forecast and Value Chain 2021-2030 By Top Key Players Google Inc., IB…",0.8442
Thu Apr 01 22:19:46 +0000 2021,Mid-America Apartments,"@chardisty Not a typo, and nothing against Mastercard. Mid-America Apartments is a slow growing (single digit rev.… https://t.co/e48J2cNcsc",0.1779
Fri Apr 09 18:57:39 +0000 2021,Mohawk Industries,Mohawk Industries received the 5-Star Champion &amp;  Community Builder Award for the 2020 campaign season. Thank you P… https://t.co/qSnXNRabPB,0.872
Fri Apr 09 16:03:04 +0000 2021,Molson Coors Beverage Company,RT @AlertTrade: REVERSALtoDOWN: $TAP Molson Coors Beverage Company Class B https://t.co/fzU8YgW0uB 📉 🔜 TradeIdeas via ⟶ https://t.co/VS8RO1…,0.0
Fri Apr 09 19:57:28 +0000 2021,Mondelez International,"$MDLZ NEW ARTICLE : Mondelēz International to Report Q1 2021 Financial Results on April 27, 2021… https://t.co/AtxB7uhbS6",0.0
Tue Apr 06 18:10:10 +0000 2021,Monolithic Power Systems,RT @aistockfinder: $MPWR https://t.co/qbAwfTUl7z Monolithic Power Systems Inc. Our Artificial Intelligence foresees this equity has an unde…,0.4767
Fri Apr 09 19:40:28 +0000 2021,Monster Beverage,"We love cookies as much as you do ❤️👌🏽!
Get a free monster cookie with a purchase of any medium or large beverage.… https://t.co/qnp54quFM2",0.9316
Thu Apr 08 21:01:23 +0000 2021,Moody's Corp,Moody`s Corp. Shares Climb 0.4% Past Previous 52-Week High - Market Mover https://t.co/W6UBm6bXC1 $MCO #stockmarket #kwhenfinance,0.296
Fri Apr 09 22:16:44 +0000 2021,Morgan Stanley,"RT @Trinityalts: Goldman Sachs and Morgan Stanley offering $BTC to clients

#BTC #Bitcoin",0.0
Fri Apr 09 21:29:34 +0000 2021,The Mosaic Company,"The Tesla Semi is about to electrify Canada’s logging industry, with Vancouver Island-based Mosaic Forest Managemen… https://t.co/7vUxksjQ8w",0.0
Fri Apr 09 04:46:38 +0000 2021,Motorola Solutions Inc.,"I need Computer Sciences Corporation they are much smarter than Motorola Solutions, Inc. even before the war began with free trade.",0.4767
Fri Apr 09 19:10:56 +0000 2021,MSCI Inc,"RT @VisualCap: It’s been five years since the Paris Agreement came into force 💪

Find out how far the world is from achieving the climate a…",0.4939
Fri Apr 09 22:01:30 +0000 2021,"Nasdaq, Inc.","$OBLN 🔥🔥✅

Merger Sub, Inc. a wholly owned subsidiary of Obalon Therapeutics, Inc. (“Obalon”), with ReShape Lifesci… https://t.co/UdcAAvVy81",-0.5859
Fri Apr 09 22:17:26 +0000 2021,NetApp,"RT @BTC_Networks_SA: NetApp and Ingram Micro recognize Baud Telecom Company BTC Networks as ""The Difference Maker Award""
#NetApp #IngramMic…",0.5423
Fri Apr 09 22:12:36 +0000 2021,Netflix Inc.,@rodryanshow It’s the kids watching netflix or another show/video in my algebra class...,0.0
Fri Apr 09 16:27:20 +0000 2021,Newell Brands,Scott+Scott Attorneys at Law LLP Announce Pendency of Class Action Involving Purchasers of Newell Brands Inc. Commo… https://t.co/ptJML3n3sz,0.0
Fri Apr 09 15:20:29 +0000 2021,Newmont Corporation,"RT @MiningGlobal: Newmont Corporation, the world’s leading gold miner, is digitally transforming to rethink the mining life cycle, unlock p…",0.0
Fri Apr 09 20:53:36 +0000 2021,News Corp (Class A),$NVSAU NEW ARTICLE : New Vista Acquisition Corp Announces the Separate Trading of its Class A Ordinary Shares and R… https://t.co/mvb18YwW5o,0.296
Fri Apr 02 17:00:06 +0000 2021,News Corp (Class B),"It's like News Corp (Class B), but for Powerboking.",0.1901
Fri Apr 09 21:09:57 +0000 2021,NextEra Energy,"@DividendGrowth -Carrier $CARR
-Proctor and Gamble $PG
-NextEra Energy $NEE",0.2732
Fri Apr 09 18:05:11 +0000 2021,Nielsen Holdings,Nielsen Holdings plc current quarter revenue growth YoY of -1.10% ranked 2061 out of 5495 companies in our database… https://t.co/FkRf7ow7i2,0.3818
Fri Apr 09 22:15:02 +0000 2021,"Nike, Inc.",RT @SOLELINKS: Ad: Nike SB Dunk High Pro 'Hawaii' releases April 23rd =&gt; https://t.co/DCKdYiVZub https://t.co/wbglOqTn8I,0.0
Wed Apr 07 23:46:54 +0000 2021,NiSource Inc.,"During my internship at NiSource Inc. last summer, I presented lectures on hoverboards",0.0
Tue Apr 06 15:40:26 +0000 2021,Norfolk Southern Corp.,"$NSC:

New Insider Filing on NORFOLK SOUTHERN CORP's

EVP &amp; Chief Marketing Officer

ALAN H. SHAW:

https://t.co/yN1iagi175",0.0
Wed Apr 07 09:42:32 +0000 2021,Northern Trust Corp.,United States Cellular Co. (NYSE:USM) Shares Sold by Northern Trust Corp (Wayne Rhoads/Zolmax) https://t.co/I8TwJjL08F,0.8074
Fri Apr 09 21:34:54 +0000 2021,Northrop Grumman,RT @kadonkey: V and W (Northrop Grumman) https://t.co/qRB5yn7Tzm,0.0
Fri Apr 09 22:16:43 +0000 2021,NortonLifeLock,@brianstelter @soledadobrien @ADL @JGreenblattADL Here’s the list of the top 12 companies giving millions of advert… https://t.co/9GD8MTlWFi,0.4939
Fri Apr 09 21:31:19 +0000 2021,Norwegian Cruise Line Holdings,$NCLH Norwegian Cruise Line Holdings Ltd is shooting through the roof with a +2.59% increase today!,0.3802
Fri Apr 09 21:31:16 +0000 2021,NOV Inc.,$NOV Nov Inc is falling fast! It's down -3.37% today!,-0.2924
Fri Apr 09 21:04:39 +0000 2021,NRG Energy,☣️⚠️THE GRAPHIX ENERGY BOMB JUST DROPPED!!⚠️☣️ https://t.co/76RadX1L6s,-0.3987
Thu Apr 08 15:03:24 +0000 2021,Nucor Corp.,"Kentucky Governor Andy Beshear announced Nucor Tubular Products, a division of steel products manufacturer Nucor Co… https://t.co/kPEGpQNWBA",0.0
Fri Apr 09 21:22:49 +0000 2021,Nvidia Corporation,$NVDA NVIDIA Corporation SEC Filing: Form PRE 14A https://t.co/b5bIbjT4ot,0.0
Fri Apr 09 13:29:08 +0000 2021,"NVR, Inc.","@BuiSpeaks @Kshitwitt @sanjoyr03 This INC is different WEAKEST

If The collapse theory ,hold strongest *its THIS ty… https://t.co/d9xs5meBDZ",-0.6523
Fri Apr 09 20:52:27 +0000 2021,NXP Semiconductors,"$ALK $AMT $NXPI NEW ARTICLE : State of Alaska, Department of Revenue Buys American Tower Corp, NXP Semiconductors N… https://t.co/90Kpw1Z6Xv",0.0
Fri Apr 09 22:19:13 +0000 2021,O'Reilly Automotive,"We're hiring in #Bellevue, NE! Click the link in our bio to apply to this job and more: Parts Delivery at O'Reilly Automotive",0.0
Fri Apr 09 21:31:17 +0000 2021,Occidental Petroleum,$OXY Occidental Petroleum Corp is shooting through the roof with a +5.56% increase today!,0.3802
Fri Apr 09 13:07:26 +0000 2021,Old Dominion Freight Line,Old Dominion Freight Line stock price target raised to $263 from $250 at Evercore ISI #olddominionfreightline… https://t.co/fHh8HVBKN8,0.0
Fri Apr 09 22:00:01 +0000 2021,Omnicom Group,"Sophie Daranyi, CEO at Omnicom Commerce Group shares thoughts on the challenges ahead of the high street as Covid-1… https://t.co/2ltoR98vxi",0.3612
Fri Apr 09 20:37:35 +0000 2021,Oneok,"What we finally found wasn't what we wanted
Wish I could have gone to where we started
#oneokrock",0.4019
Fri Apr 09 22:12:18 +0000 2021,Oracle Corp.,"#FWSells $ORCL BERG JEFFREY, Director of ORACLE CORP sold 45,000 shares on 2021-04-08. https://t.co/Jhic7caPxW",0.296
Fri Apr 09 22:17:40 +0000 2021,Otis Worldwide,RT @stonebwoyb: For All My Ladies Worldwide. Contact the @theBhimShop +233501770000 https://t.co/3N0wLECM4Q https://t.co/fOd8Fov5Wj,0.0
Fri Apr 09 21:34:40 +0000 2021,Paccar,"#iexStock Latest Prices:
-MercadoLibre Inc
-Take-Two Interactive Software, Inc.
-Paccar Inc.
-Reem Investment PSC
-… https://t.co/Gy2k7hKel4",0.0
Thu Apr 08 11:49:51 +0000 2021,Packaging Corporation of America,Packaging Corporation of America current quarter revenue growth YoY of 3.00% ranked 1805 out of 5493 companies in o… https://t.co/ndJBIrBF5x,0.3818
Fri Apr 09 17:52:49 +0000 2021,Parker-Hannifin,[Job] Production Technologist | Company: Parker Hannifin Corporation | Location: Winnipeg MB Canada | #Winnipeg… https://t.co/KS1qyQIKDC,0.0
Thu Apr 08 15:30:15 +0000 2021,Paychex Inc.,"Optimus v4
2021-04-08 11:30 ET. *Closed/Sold:
$PAYX at $96.11 for 1.95 profit (2.07%). Paychex, Inc (CORP).
Trade I… https://t.co/rGsDCA4QRU",0.4404
Fri Apr 09 21:52:01 +0000 2021,Paycom,"Learning programs for employees are best delivered not just as a series of must-dos, but within an overall culture.… https://t.co/xzYleatn0h",0.3818
Fri Apr 09 22:19:28 +0000 2021,PayPal,"RT @econvfx: after recent support, i want to give away to you guys! reply with proof and PayPal for a surprise 😈 (must rt and follow me) ht…",0.8122
Fri Apr 09 19:40:01 +0000 2021,Penn National Gaming,"In business and in life, deliverables are ultimately determinative. $BYD
https://t.co/OftHT74l4F",0.2732
Tue Apr 06 11:00:35 +0000 2021,Pentair plc,Pentair : to Release First Quarter 2021 Earnings and Host Investor Conference Call on April 22… https://t.co/k5iueZ2dB9,0.0
Fri Apr 09 20:40:11 +0000 2021,People's United Financial,@petermcmonagle Not justifying it! No matter who should be fined it’s the law and normal people get it! And the fir… https://t.co/rs85FeBorl,-0.1675
Fri Apr 09 22:15:26 +0000 2021,PepsiCo Inc.,"#iexStock Latest Prices:
-PepsiCo Inc
-Al-Dhafra Insurance
-Gilead Sciences, Inc.
-Microsoft Corporation
-O`Reilly… https://t.co/YCdjbUoNcD",0.0
Fri Apr 09 21:47:35 +0000 2021,PerkinElmer,RT @ChemDraw: Register now. Join the @ChemDrawWizard and find out about the latest user-acclaimed ChemDraw tips. Boost your productivity an…,0.5994
Fri Apr 09 17:38:41 +0000 2021,Perrigo,New top story from Time: Northern Ireland Is Experiencing Its Worst Violence in Years. What’s Behind the Unrest?… https://t.co/RTo8YJbdk7,-0.8126
Fri Apr 09 22:13:27 +0000 2021,Pfizer Inc.,Pfizer Inc and its German partner BioNTech SE said on Friday they have requested the U.S. Food and Drug Administrat… https://t.co/ONCd8BHbYh,0.0
Fri Apr 09 16:18:10 +0000 2021,Philip Morris International,"British American Tobacco fell 70p after JP Morgan changed its rating to ""neutral"" from ""overweight"" citing its need… https://t.co/OAxuowq1lb",0.0085
Fri Apr 09 22:09:41 +0000 2021,Phillips 66,RT @JavierBlas: Attendance at national parks is expected to swell. Demand is predicted to be so hot that Phillips 66 is set to reverse the…,-0.128
Wed Apr 07 13:53:03 +0000 2021,Pinnacle West Capital,"PINNACLE WEST CAPITAL CORPORATION $PNW
UNUSUAL ACTIVITY 

VOLUME 836.09% 
STRENGTH 550% https://t.co/ZG5MNq2tRB",0.6037
Fri Apr 09 21:40:01 +0000 2021,Pioneer Natural Resources,Higher oil is back and so is Pioneer Natural Resources — buying up billions in assets in the Permian https://t.co/zOySbAoO72,0.5367
Fri Apr 09 09:36:12 +0000 2021,PNC Financial Services,Why PNC Financial Services Group Is A Top Socially Responsible Dividend Stock https://t.co/sJx0tnYlHj via @forbes,0.4767
Fri Apr 09 18:21:49 +0000 2021,Pool Corporation,"RT @BulletMines: No IPO. Closing a RTO with Pinehurst Capital 1. It's a Capital Pool Corporation, like a #SPAC. SEDAR page is here https://…",0.0772
Fri Apr 09 20:43:04 +0000 2021,PPG Industries,"Lightweight Materials Market Size To Reach USD 276.81 Billion By 2027 By Top Players | Evonik Industries, Bayer AG,… https://t.co/YjJLWRnNhI",0.2263
Fri Apr 09 22:19:11 +0000 2021,PPL Corp.,Why would red states oppose a Corp. tax hike? Is it because your anti American human trafficking corps. will do wha… https://t.co/vXqozbOlLE,-0.3182
Fri Apr 09 20:16:07 +0000 2021,Principal Financial Group,"$PFG Principal Financial Group Inc - Principal to Announce First Quarter 2021 Financial Results
From our Stock News Alerts App",0.0
Fri Apr 09 22:00:14 +0000 2021,Procter & Gamble,Clinical Professor of Accounting Troy Janes describes how Krannert’s accounting curriculum prepares students for in… https://t.co/GiOE4yo7hO,0.0
Fri Apr 09 19:05:23 +0000 2021,Progressive Corp.,"$PGR:

New Insider Filing on PROGRESSIVE CORP/OH/'s

Director

LAWTON W FITT:

https://t.co/vqzdxTbanw",0.0
Fri Apr 09 22:08:47 +0000 2021,Prologis,"RT @Prologis: Prologis CEO Hamid Moghadam recently spoke at the #NYUREIT2021 event, hosted by @NYUSchack. Check out the recap here -",0.0
Fri Apr 09 19:01:38 +0000 2021,Prudential Financial,RT @mjbenefitsfl: Brian Sauls is today's contestant on Where's Lucy! He is a financial planner with Prudential here is Cape Coral.  Look hi…,0.0
Fri Apr 09 22:08:55 +0000 2021,Public Storage,@ThomasBurkhartB @ParisOrtizWines other unstable things into account. So that as long as anyone surveys on public o… https://t.co/Ba4GPCdQ0L,-0.3612
Fri Apr 09 17:32:08 +0000 2021,PulteGroup,"$PHM(+2.5%) reaches new ATH's, extends gain off 200D(Mar. low) to 25%, we highlighted it 3/26:… https://t.co/jjAJ40uaYQ",0.4588
Fri Apr 09 22:17:23 +0000 2021,PVH Corp.,"PVH Corp., the parent of Calvin Klein and Tommy Hilfiger, is more highly prioritizing real-time inventory visibilit… https://t.co/GiUw8exiiR",0.0
